岗位名称,岗位详情地址,薪资,公司名称,工作地点,经验要求,学历要求,岗位描述,公司融资情况,公司人数,公司行业,福利待遇
数据分析师,https://www.zhipin.com/job_detail/d92d38399e9681d11XB82tS0EltR.html?lid=57PR8NkUw4j.search.264&securityId=5mhfmD1m7DuaD-01JHaI9iQzMfYv7HDA0Lp2z5jwR_JnSPHKQrcW_t9qMFSMQ7wGefLgPaSkKI-cWyG8_gjydLJ0c-JgjoqHDfNYT8og_NCrdtDGiCI~&sessionId=,5-8K,蜀力行,成都,1-3年,本科,数学/统计相关专业,,20-99人,移动互联网,
游戏数据分析师,https://www.zhipin.com/job_detail/91ac67a9f0e6565f1n1939u6EltW.html?lid=57PR8NkUw4j.search.265&securityId=rnurDfpPoVnOi-M1Iryn0zI4b8gvlKA_yTbbQKE6chf9-DIAnC4Juvvq0Cef7aUiuIX7f4Zf24bQiAvgi1aKlP4_d4V8mbd6w-2hJNJHKaPFD3OA&sessionId=,11-22K·13薪,小牛互联,成都,1-3年,本科,SQL Python SPSS 数学/统计相关专业 文娱/游戏行业数据相关经验 游戏数据分析,A轮,100-499人,移动互联网,五险一金 补充医疗保险 定期体检 年终奖 带薪年假 员工旅游 交通补助 节日福利 零食下午茶 工作餐 健身活动
数据分析师,https://www.zhipin.com/job_detail/48c89b276177c9851XF-39-0F1M~.html?lid=57PR8NkUw4j.search.266&securityId=5HdeBbAWlNQKs-G1ozWTTBItvdXpCNKbM0qVlY2C9U2C-LsEjHe09zhECDgB3DHu3rEFzRzCUmQ_cJfskyBik38q0korONZ-OYKq8SVpfWyD&sessionId=,10-20K,北京景气经济研究院,成都,3-5年,本科,数据分析 数据库开发,天使轮,500-999人,企业服务,节日福利 员工旅游 带薪年假 年终奖 全勤奖 加班补助 定期体检 五险一金
数据分析师,https://www.zhipin.com/job_detail/3a4feb24edf8408d1XR52Nu8F1FS.html?lid=57PR8NkUw4j.search.267&securityId=9JqXA7b1q7XK6-c1WhO-jDJ2ivsn6vGBt8fLjGOqeih4mcP1VpRENuRgr38OESe6oTQMiDjWS2sns2LHI_3PkMlrvVsKz7eK5sh9RgCxqysYSwXE7nk~&sessionId=,8-12K,云鉴未来,成都,1-3年,本科,Python SQL 决策树 SPSS,不需要融资,20-99人,互联网,五险一金 带薪年假 节日福利 零食下午茶 年终奖
数据分析师,https://www.zhipin.com/job_detail/3881e92c32c1d6d40H1_3du0FVE~.html?lid=57PR8NkUw4j.search.270&securityId=RBnbTGgldWP34-l1KhApq5vy3EsasBreIEUNeuAYe5TGepLyyup83oPF0INbdV9fXdReQnL82watUIgUfz0a-5wD3QfFHzSlU7llJDBx9kmZAjs~&sessionId=,11-20K,智库2861,成都,3-5年,本科,Python 数据分析 数据挖掘 R 人工智能 Matlab R语言,不需要融资,20-99人,互联网,五险一金 定期体检 股票期权 带薪年假 员工旅游 节日福利
数据分析负责人,https://www.zhipin.com/job_detail/4a8197a15fe0f1b51HR53NW7EVJW.html?lid=57PR8NkUw4j.search.272&securityId=Qcah8fU2Ynqoo--1_mkZnMfoI5RBu0L_CONSHl9mf7zPd697CIyNqfn7uGWmUDOiJlWeOy_MGyBcT4VVOOPJogtk2lxtMCqTdw-EK1Ed5rpSAkefuA~~&sessionId=,100-150K,某知名医疗公司,成都,5-10年,本科,SQL Python R 数据分析/挖掘经验,,,,
数据分析师,https://www.zhipin.com/job_detail/d2279f5eaff8fc8e1X1909S1E1dR.html?lid=57PR8NkUw4j.search.273&securityId=LajcONS2JdVbH-x1GzspNtHb1yDrErbA3nY-3icyKSNzlOyKtItKxftSRBlfO6qLtdos__ujFG9OqkbQIUfvGuaruGLqREy3p-RRdRlUlhmY4Jnb1A~~&sessionId=,13-25K,乐立杯,成都,3-5年,本科,SQL 数据分析/挖掘经验 机器学习建模经验,B轮,20-99人,移动互联网,五险一金 定期体检 全勤奖 年终奖 带薪年假 餐补 通讯补贴 交通补助 节日福利 住房补贴 零食下午茶
数据分析师,https://www.zhipin.com/job_detail/f1e7437adbcad01a03N70t24FFM~.html?lid=57PR8NkUw4j.search.276&securityId=R8ZD2f_oWnMWj-s1VDifjU-VH81BQf4ZmCUHLm17J2UuNHjVyp5U0-tqSWP-XmKSKYcfTZfjeIbH1kF8832RNYGCNsmqHMkg2JSMCBhrCP1lL-Ej&sessionId=,7-9K,挽恋,成都,1-3年,本科,需求分析 数据分析 数据采集,未融资,20-99人,互联网,
大气数据分析师,https://www.zhipin.com/job_detail/743d6ea438bdd0171XJ52t21EFZX.html?lid=57PR8NkUw4j.search.280&securityId=68Hb94TvPMYQK-X1J7DCHM1wTT331Wtw0wGI1ubHT0_3uGKtnyqV9QS3SCZIUAtn-BkbUFt3LLEQDWrFROxVYvrGn3gCzyn3SIauEeBcXTtQgIYKK2A~&sessionId=,4-6K,先河环保,成都,1-3年,本科,数学/统计相关专业 数据分析/挖掘经验 环保,,20-99人,仪器仪表/工业自动化,交通补助 节日福利 高温补贴 通讯补贴 有无线网 住房补贴 宿舍有空调 包住 餐补 带薪年假 保底工资 绩效奖金 年终奖 五险一金
平台数据分析主管(J10196),https://www.zhipin.com/job_detail/fcf55707b6662a001HR_2Ni-GVJW.html?lid=57PR8NkUw4j.search.281&securityId=IuTtrArE7snwv-I1BRgpeGetZnOKBv5d70Fz_L0GWdYxwCOc0JF-U4Wf94gX0gOjOhbwFoC-DagQfVsVLy3Y5oQnCWZXUFg3nBVaw9GMC0whY-sTC7A~&sessionId=,8-11K,茶百道,成都,3-5年,本科,业务数据分析 业务模式/运营策略优化 数据分析/商业分析经验 统计/数学相关专业,未融资,1000-9999人,餐饮,五险一金 定期体检 全勤奖 年终奖 带薪年假 通讯补贴 交通补助 节日福利 零食下午茶
测绘数据分析\航测数据处理,https://www.zhipin.com/job_detail/a7a03d150ea3e5d51XN509m0GFBX.html?lid=57PR8NkUw4j.search.282&securityId=Sx3J9cb8EAtwh-k1hmxsnr8Tbh8-jANjlzdRt_FIramlIlxFPrhalnbonSgOg-nksM5TtWdQ5BOM-_HwbZCHzK0C0vREKltna4kTH_wh2UwZhYoYfOXo&sessionId=,6-10K,四川恒绘,成都,3-5年,本科,ArcGIS AutoCAD/3ds Max C/C++ 地理信息/测绘工程相关专业 WebGIS开发经验 测绘内业数据处理经验,,0-20人,工程施工,
游戏数据分析师,https://www.zhipin.com/job_detail/c743825e52ace9981X1_3Nq5EFVT.html?lid=57PR8NkUw4j.search.284&securityId=iAJ3mb7dIbX7b-V1vL8FcmWiWw1Jc2HkX8uUbYmxvfObzN893QUU3bm2vdmUl0w3kcNmM-_6JGo0D1KTsFLd_P0x2PvqFCibYZwoElBCeXFW9APDFw~~&sessionId=,15-30K·13薪,玉米树科技,成都,3-5年,本科,R 数据分析/挖掘经验 数学/统计相关专业 文娱/游戏行业数据相关经验 Pandas numpy 用户画像,未融资,20-99人,互联网,定期体检 全勤奖 年终奖 带薪年假 员工旅游 餐补 交通补助 节日福利 零食下午茶 六险一金 团队分红
医药学数据分析专员,https://www.zhipin.com/job_detail/6645d06ffd672a5a03xy3Ny1FlQ~.html?lid=57PR8NkUw4j.search.288&securityId=R6iDBavSykZ6g-U1Gspy3lshTPSHlppAShHC1unXe_WPfA4lsBWKFQnK8blXLvZRH4EiRjmYi78HCShRmIBPTN6rgvcsFXr3YISmSzkS6Ph2cgIt&sessionId=,3-4K,麦迪威尔,成都,经验不限,大专,需求分析 数据建模,,0-20人,计算机软件,
数据分析师,https://www.zhipin.com/job_detail/f6e7f549ecc5e7181HR829i6FlpT.html?lid=57PR8NkUw4j.search.289&securityId=ZhcrXYAEKjbFm-F14lI3XW-Bhmxd91TIvDsu579XVTshYblSxpShL6yr5n6ghMMftH9YzD8nJKDhT5Efr9j1c_Wu9-zMGdWi6GKO4lSRBVjFOmwfdhQ~&sessionId=,22-29K·13薪,四川红杉永道,成都,1-3年,硕士,SQL Python Hive 数学/统计相关专业 计算机相关专业 数据分析/挖掘经验,未融资,20-99人,企业服务,五险一金 补充医疗保险 意外险 定期体检 年终奖 绩效奖金 保底工资 底薪加提成 股票期权 企业年金 法定节假日三薪 工龄奖 全勤奖 带薪年假 员工旅游 包吃 零食下午茶 团建聚餐 节日福利 生日福利
数据分析,https://www.zhipin.com/job_detail/a80dcbe24a9cceb41Xx53dm_ElJT.html?lid=57PR8NkUw4j.search.290&securityId=xvtOfjjMeHzHr-j1Cgtzj1k5dLOGpghPckWyprTlUKIdD1X2hDza5Py6jv1uUvEuJY6vngNgzm8iwyJl2OMhoQkRDoBr4NS4ynJKaUu4_2BAnzXJ3g~~&sessionId=,20-25K·15薪,某知名制药上市公司,成都,5-10年,本科,SQL Power BI 数据分析/挖掘经验 用户画像 数据分析,,,,交通补助 生日福利 节日福利 通讯补贴 免费班车 有无线网 团建聚餐 餐补 包吃 员工旅游 带薪年假 绩效奖金 年终奖 定期体检 补充医疗保险 五险一金
数据分析师,https://www.zhipin.com/job_detail/9ac5d134c3f3243d1XN_39W9FVpR.html?lid=57PR8NkUw4j.search.292&securityId=SyGp_B7iloakn-n1Uk_3YsJ5JUHEFcO-Au2Mt45vnDbxHL3GMu4zbfwJgvS2E0nQF8GTXGLQ7B-jOYXvEravjKXRmxZQ6t-sPF6qv6KeB7_e2oa1VFo~&sessionId=,12-18K·13薪,普赛睿,成都,经验不限,硕士,数学/统计相关专业 计算机相关专业,未融资,100-499人,其他专业服务,五险一金 加班补助 全勤奖 年终奖 股票期权 带薪年假 员工旅游 节日福利 夜班补助 补充医疗保险
数据分析师,https://www.zhipin.com/job_detail/d223d6b895a4be5a03R829y_FFI~.html?lid=57PR8NkUw4j.search.293&securityId=mmtnD5R8hgMpS-_18ad_-MhZrzGD7Nya5VLmt6gTymHP6YzSJ2TFTkJkKJTkbHyygjgbdNUBkm9nZ2RyqRefgsjZGSPOCpI2B__VUEKgM7VkV68~&sessionId=,6-8K,成都智信电子,成都,1-3年,本科,数据分析 sql kettle,A轮,20-99人,数据服务,五险一金 加班补助 年终奖 股票期权 带薪年假 通讯补贴 交通补助 节日福利 十三薪
游戏数据分析师,https://www.zhipin.com/job_detail/83fc032aaa3fb9281nZ529y9GVNQ.html?lid=57PR8NkUw4j.search.294&securityId=YahKoD5y4Y00M-C1PpNJZjG1buWBoOwSa80JlzlcXnSiy03BusgcdKXbd-gmo1wkb_ufmM2_eLgJ0anRHiSAqkIBbxWXJgR7xgynIymF7lYVlJ0qh-M~&sessionId=,10-15K·13薪,孚谦科技,成都,1-3年,本科,游戏 数据分析 埋点 SQL,未融资,20-99人,游戏,五险一金 定期体检 年终奖 带薪年假 员工旅游 交通补助 节日福利 零食下午茶 生日福利 团建聚餐 餐补 意外险 补充医疗保险
数据分析,https://www.zhipin.com/job_detail/200a0f57de1876181HR_2969ElBZ.html?lid=57PR8NkUw4j.search.298&securityId=17vfrPv0fdXvd-_1Vtm9yt8mK1fjogU3nuMleOXAhSsXGoRbWEo8WzU58e4fp0_hQrJHl696HbytmsxNcN1tAi3C4omhkZQQFBxvQ1CdA4nG1M_T&sessionId=,26-40K,某大型知名移动互联网公司,成都,10年以上,本科,数学/统计相关专业 计算机相关专业,,,,就近租房补贴 餐饮及下午茶 年度体检 节日礼品 免费健身设施 家庭关爱假 家属自选保险 弹性工作制 补充医疗保险 五险一金
游戏数据分析师,https://www.zhipin.com/job_detail/654e92ca4dcba3831X182tS7GFBV.html?lid=57PR8NkUw4j.search.299&securityId=LkYQWkOXlxjEd-g16N_ld_y3yVC3K4d8Ac3rCjA6u0Tju4NqCrOf_O26Djxr1QSk4jBE9Br61wn9A48rUNz6MSPFPvV8xf9vMc7IOlAf7cituwTM_to~&sessionId=,15-25K,AdTiming,成都,3-5年,本科,SQL Python 文娱/游戏行业数据相关经验,不需要融资,100-499人,移动互联网,五险一金 带薪年假 员工旅游 节日福利 零食下午茶
python数据采集/数据分析,https://www.zhipin.com/job_detail/dcfd20db605294d91Xx63dm-ElBQ.html?lid=57PR8NkUw4j.search.300&securityId=XkytNSl86Qgs0-L14Q8mXAbD2Ib9ANJcFRG1ZMz1FpWU1po1MkHEeT-5LOFi2H21sal58g0HusNzTNhojGkfwKgTo8aADFtW3ZDCh9YozEtc-WxBvs8~&sessionId=,20-25K·13薪,四川源码时代科技,成都,3-5年,本科,爬虫工程师 Python Scrapy Pyspider 爬虫开发经验 数据处理经验 反爬策略和实践经验,,100-499人,培训机构,
数据岗,https://www.zhipin.com/job_detail/15cfda3279ff63a61HR_0t6-FVdQ.html?lid=57HKKDVXbb4.search.1&securityId=EVzTW4qyoFUpj-a1nE-eJQ9Jbx5-7mkgZibiIE2FuVPfTudLCUV5Ob5SH6AmUo7Xl3UyeN_II0OM5j3SsThSlApuYVi13-wFmSqTsNnK9-bDjhh5ASAF&sessionId=,5-7K,泰盈科技集团,武汉,经验不限,学历不限,数据分析/挖掘经验 金融行业数据相关经验 风控相关经验 会一点mysql,C轮,10000人以上,电子商务,生日福利 节日福利 宿舍有空调 包住 团建聚餐 餐补 包吃 员工旅游 全勤奖 法定节假日三薪 节假日加班费 夜班补助 加班补助 底薪加提成 保底工资 绩效奖金 年终奖 意外险 补充医疗保险 五险一金
大数据分析师(华中),https://www.zhipin.com/job_detail/86b4de51d3a5e1c01Xx63Ni8E1ZV.html?lid=57HKKDVXbb4.search.2&securityId=QU1beUtPe6Cvj-41_Byu_8XRfEWt7aobtXOGUsUSKZw4_fjS6bujZfcua5knKi0BUPB9VAP9eqjWn3oi8itZEUamb55Mj33B9gQYhDfCkk4_pc_i8g~~&sessionId=,4-6K,圆丰通,武汉,经验不限,大专,SQL Python SPSS 数学/统计相关专业 计算机相关专业 数据分析/挖掘经验,未融资,20-99人,财务/审计/税务,全勤奖 年终奖 带薪年假 员工旅游 餐补 交通补助 节日福利 零食下午茶
数据分析岗-金山方向,https://www.zhipin.com/job_detail/83d14f062742a76f1HR_0ty1E1VR.html?lid=57HKKDVXbb4.search.3&securityId=3gH7WxJqaoMqP-x16j0p-xcDpHnC1szTrpPg1ZTzTc9z-ySlBHpbPPZWRMQcut9SsetfRngTvyzyE89cv_qS-vU0liRs947VTAPbO_Jw0n8kYa4IQV8~&sessionId=,4-5K,格锐特人力,武汉,经验不限,大专,SQL 数学/统计相关专业 计算机相关专业 数据分析/挖掘经验,,20-99人,计算机软件,
数据分析专员,https://www.zhipin.com/job_detail/7b0cc17590a3bcfb1HR43Nm4EVpQ.html?lid=57HKKDVXbb4.search.4&securityId=KUFBr6K9sE2j7-61DUdsO3tJwc2cBhdlFvTI81zOp4JzUnZ9RdyCiY4j1hkqz2CXAe4QqfRLzMphueevEpagN8zL0s6R2eYSnrCXWUThmWTo11tcwG4A&sessionId=,5-7K,穆艾贸易,武汉,1-3年,大专,经济/工商管理相关专业 数据分析/挖掘经验 金融行业数据相关经验,,0-20人,贸易/进出口,
数据分析师助理（双休）,https://www.zhipin.com/job_detail/e63884015422b56b1XRz29W_GVpQ.html?lid=57HKKDVXbb4.search.5&securityId=NGkH_S0ECWfmk-q1sCpNh-3dcRfJO9_Y-vqrqsJlMykaxHYHtXwY_l3UzvhiSG1d4IqotqNk-Ta5gtH0PpI-qtIFNyYojWlrM8LCDFL-O5ZkT8utAA~~&sessionId=,4-9K,解数咨询,武汉,经验不限,本科,Excel PPT word xmind,未融资,20-99人,数据服务,年终奖 带薪年假 员工旅游 节日福利 零食下午茶 餐补
金融数据分析师,https://www.zhipin.com/job_detail/84f8419169e2ec731Xx_3dW6GVRR.html?lid=57HKKDVXbb4.search.8&securityId=7vFFnwvq27FV7-W1EyQ2P9o4ZNZxzbI6gBTWiskdr4P99P9STy752EjM74Zk51isfVt3DuTT7RB1nA7N6Dc59KkSbBKKUQoGEKFF9lyobEVmZk6E&sessionId=,11-15K,法本,武汉,3-5年,大专,Python 数据分析/挖掘经验 金融行业数据相关经验 风控相关经验,已上市,10000人以上,计算机软件,五险一金 定期体检 加班补助 全勤奖 年终奖 带薪年假 员工旅游 节日福利 零食下午茶 企业文化
数据分析师/双休不加班/高薪资,https://www.zhipin.com/job_detail/6c7231f4437a9ca11X1y0tS1GVdR.html?lid=57HKKDVXbb4.search.9&securityId=gaYHBaIes743E-q1bylGeKdrvFIaITREOpOOwBR7HTJENwNhSps9Q5mOEPqihkzztuD5u0l1jLzmPUI8CrDIMZTQsX5dKOJGgdhb10-1_D3De-wFZdOd&sessionId=,5-10K,众盾安培,武汉,1-3年,大专,Python SPSS SAS,A轮,500-999人,培训机构,日奖 周奖 月奖 生日会 团队奖 生日福利 节日福利 有无线网 团建聚餐 零食下午茶 员工旅游 带薪年假 底薪加提成 保底工资 绩效奖金 年终奖 五险一金
初级数据开发【数据分析/线上/可应届】,https://www.zhipin.com/job_detail/d44040d0f1bdc18c1HR_0t6_FlJX.html?lid=57HKKDVXbb4.search.10&securityId=gAYQglEb-Ky5l-y1raQA-2-jT3IKQ-rbtfvqsreBK665Jkb0kxKlK9dRQjTq5h5OQag8SHj5ahSyH7NHtcsxVbDT5d7FYdCd-mZva-29aBn9fuNd2Ik~&sessionId=,3-5K,汉克时代,武汉,经验不限,本科,Shell 计算机相关专业 ETL开发经验 数据标注数据分析 自然语言处理 数据开发,不需要融资,1000-9999人,互联网,交通补助 生日福利 节日福利 通讯补贴 团建聚餐 员工旅游 带薪年假 年终奖 定期体检 五险一金
数据分析师,https://www.zhipin.com/job_detail/ed10651ae10c89621HR_39m6E1pX.html?lid=57HKKDVXbb4.search.12&securityId=HQNNNQG8-m6UK-L1vFa_K5PzFrynsSFicpG3yO1gvmfQqv9esVeI0rZLdLupophnseUBDhJF7_GnO91pPym0NWdSXAEo1ni9iCnkKkiB9nY_INfCQeYhhqJ21PHtkUkZleu7cBvAJlL4wptKtfG3_w~~&sessionId=,8-13K,武汉震烨,武汉,1-3年,本科,R SPSS SAS 数学/统计相关专业 数据分析/挖掘经验,未融资,20-99人,文化/体育/娱乐,全勤奖 带薪年假
五险一金+双休+数据分析师,https://www.zhipin.com/job_detail/15e45749e2c7b9cd1XR52dS5GFFV.html?lid=57HKKDVXbb4.search.13&securityId=eoMQWlaHF8YOh-n1hZjfvZ0Yj7rCqxkuEEh2iBr2tSkeVgW46JLcEI8y3xcgtFwTxVBp08NSVFB7QIXK1NCdSysxlQeBoTyTa9UqwxeIeKw2uyUUVw~~&sessionId=,8-13K,联信智融,武汉,1-3年,大专,Python Hive SQL 信贷 金融,未融资,20-99人,计算机软件,五险一金 年终奖 股票期权 带薪年假 节日福利 生日福利 团建聚餐 零食下午茶 绩效奖金
数据分析,https://www.zhipin.com/job_detail/0d6ca658e757894f1Xd-2d-_EltQ.html?lid=57HKKDVXbb4.search.14&securityId=2V-wgPh0a84ij-51P8cCdg2HGZfdJsrm-sI0XhWYibV9Kb7oguDpQWotFafw_pp10uMCX0Bd40VOqsudhHyzstW4uKMTWFlioe1A0IDLbfDoXlG-jQ~~&sessionId=,5-7K,京东物流-华中区域,武汉,1-3年,大专,方差分析 参数检验 效度分析,已上市,10000人以上,物流/仓储,五险一金 年终奖 带薪年假 餐补 节日福利
数据分析专员,https://www.zhipin.com/job_detail/f25897a380f57d2f1Xd62Nq6FlZV.html?lid=57HKKDVXbb4.search.15&securityId=yeKhuYgD_001E-w1ub-9CMkXpHMhdwPZ6oHhYnfpgFhDE_khDn0ePtXAbjCpaQ7xei-sq2Id63arsFueKonLjst1zbXnZYmoyDq-U_8PknC09qo~&sessionId=,7-12K,快手,武汉,1-3年,大专,Excel Python SQL 多元统计分析 非参数检验 效度分析,已上市,10000人以上,社交网络,五险一金 补充医疗保险 定期体检 年终奖 股票期权 带薪年假 节日福利
数据分析师,https://www.zhipin.com/job_detail/cf55940b86a678b21nN52dW5GFtU.html?lid=57HKKDVXbb4.search.17&securityId=ye22zneo_WBjb-916DzHMX4HK3fj8Hcbt6e9TRoi2zRO1pKUPgEs8g6GcoBFDu1ZdeH4cvziuGj_mz_BodotR-hZ95BlhHPxKMC4RIBPDMNDuze-&sessionId=,8-13K,火蝠电商,武汉,1年以内,大专,数据分析/挖掘经验 电商/零售行业数据相关经验 Excel 数据分析 数据采集,未融资,500-999人,电子商务,五险一金 加班补助 全勤奖 年终奖 带薪年假 员工旅游 餐补 通讯补贴 交通补助 节日福利 零食下午茶
助理数据分析师,https://www.zhipin.com/job_detail/b80ad88fad5193fb1nF_3Nu9FVtV.html?lid=57HKKDVXbb4.search.18&securityId=0sW0-TG42LJiv-O1udkjbdKj_TXrUWVhm500-6kBwtxSFHZCbTGmqK0lsA1tXyEuoYRvaFwbpmSohn8ly0IB37wrZyXtwYhZzIcs76Z0mc0hTMsM9o6e&sessionId=,6-10K·14薪,北京思迈特,武汉,1-3年,本科,SQL Python Excel 数据分析,不需要融资,20-99人,互联网,五险一金 定期体检 年终奖 带薪年假 员工旅游 餐补 交通补助 包吃 节日福利 零食下午茶 超长年假
数据分析师,https://www.zhipin.com/job_detail/efafadf3239744aa1HR53dS6GFJY.html?lid=57HKKDVXbb4.search.19&securityId=RYX8G6SJ2lK1E-b1XZLgMmZ2LcuRkDVmZ15Tli_VjEXH9cK-cBTshmHAPQxBn_faQJ232g4a86pKBpmIfqFQv29Gzrc0OPovT4aQ9dT2Tyg50rF2STI~&sessionId=,8-12K,众志未来策划管理,武汉,1-3年,大专,SQL Python MATLAB 数学/统计相关专业 计算机相关专业 数据分析/挖掘经验,,0-20人,生活服务,
影刀专员/数据分析师（入职五险一金）,https://www.zhipin.com/job_detail/deb3bca05c924be21XJ43ty9ElJV.html?lid=57HKKDVXbb4.search.20&securityId=UIiF2Oe7w98mc-k1BmCLF5JmlEIOto8zizC7cMbRJ06OwPQ1dDoBqAj80QTKYm6JTceOq2d_brujAO38_nz0aOCCO1pOvG8Ls4IxI_6iODEVa63fJKjV&sessionId=,7-10K,优品壹创,武汉,1-3年,学历不限,JAVA,不需要融资,1000-9999人,电子商务,餐包 企业滴滴 雇主险 提供宿舍 国外游 企业内购 交通补助 生日福利 节日福利 有无线网 团建聚餐 零食下午茶 员工旅游 带薪年假 工龄奖 保底工资 绩效奖金 年终奖 定期体检 五险一金
数据分析师J,https://www.zhipin.com/job_detail/5291840386ea5fce1Xx539i1F1VQ.html?lid=57HKKDVXbb4.search.23&securityId=o6JBExnhfetsl-y1wdOdIlZXi0jA0hnz8VykeaVsq3mN4PHpUwwPkSmIWauUIdtJ2AE4whwRizwLzc2WnjKPs-EBQbxse2C3xXTY3w8p-YgRBDwE1b_f&sessionId=,5-7K,武汉醉仙艺商贸,武汉,经验不限,大专,R,,0-20人,批发/零售,
数据分析,https://www.zhipin.com/job_detail/099e6d24a10db0d61X1_3Ni0FlVR.html?lid=57HKKDVXbb4.search.27&securityId=NS1flNKUCTnuf-41bZSfonfyG86PmFhEH-k2Nv8u080NXJz2gCOmbw5sbYntYv7NhHK9nHfeKVDgquYLBI-M9lSPp-I2w5_21RENWRA-_TuUQbc~&sessionId=,20-21K,亚信科技,武汉,经验不限,本科,python spss,已上市,1000-9999人,人力资源服务,节日福利 餐补 底薪加提成 保底工资 绩效奖金 年终奖 定期体检 意外险 补充医疗保险 五险一金
数据分析师,https://www.zhipin.com/job_detail/ae9c693dfbb4ac821Xxz09S9EVZV.html?lid=57HKKDVXbb4.search.28&securityId=1Z-7au6nhvXQg-Q1QYNfUUVovRtal57adOHUOGc_eZZ470IbzwecPbLUPcFpT51lOWz8VqTrY5eZoE5tK-twynn9F4dT8FCqT04_8JjNuhDiUIKAjw7f&sessionId=,6-8K,武汉莫族秘科技服务,武汉,1-3年,大专,Power BI Tableau 数学/统计相关专业 计算机相关专业 数据分析/挖掘经验,,0-20人,互联网,年终奖 定期体检 五险一金
数据分析专员-目标管理,https://www.zhipin.com/job_detail/b1cd4f7959d5144b1HR42N28F1pV.html?lid=57HKKDVXbb4.search.29&securityId=1XWqnlQwhRlVT-H1AjFDnqB9h1GHkSTlRt5EVn2fVzChbfXc5rJgH3kpEUlRgvT4zOmjFSYUMOo_bwW4NelCofFCSxGX0B1M1rIEvAXQOIhKJ8Lp&sessionId=,8-13K,度小满,武汉,1-3年,大专,SQL Python,A轮,1000-9999人,互联网,交通补助 节日福利 免费班车 有无线网 团建聚餐 零食下午茶 餐补 员工旅游 带薪年假 全勤奖 加班补助 股票期权 绩效奖金 年终奖 定期体检 补充医疗保险 五险一金
数据中台产品经理【居家线上办公+社保】,https://www.zhipin.com/job_detail/b0f7bcf7af5f90ea1X172d-9FVJQ.html?lid=57HKKDVXbb4.search.32&securityId=2THUP5LnMbcGv-e1BTRlCeH1ROkE9u1yEajrrZqppwqZ3_apLcy8KekkC_DVOQFxsbKEwryBk7lgtK2BRZ8IHLkzlE7O94-ECJh79ZSqVmoRo7CrsTk~&sessionId=,6-8K,坦重晟,武汉,1-3年,大专,用户研究 数据分析 大数据产品 中台产品 Python 产品设计 数据治理,不需要融资,100-499人,文化/体育/娱乐,员工旅游 餐补 交通补助 节日福利 零食下午茶 生日福利 带薪年假 底薪加提成 保底工资 绩效奖金 年终奖 居家办公
数据分析师,https://www.zhipin.com/job_detail/d9ecc1f81f44f79f1XN63ty9FlNU.html?lid=57HKKDVXbb4.search.36&securityId=QL96wziu5VwWJ-R1HfC4Pl277nyBE5Ez69X_FUb017R50i1HztWwi1ByPOZu-85x4f26FHIAEhMZ-BBP0gGuESfKTrIXcAA-AbDUfCliUtOEvjopgkY~&sessionId=,10-15K·13薪,武汉莱富仕科技,武汉,3-5年,本科,Python Tableau Power BI 数学/统计相关专业 计算机相关专业 数据分析/挖掘经验 quickbi Hadoop Spark,,20-99人,电子商务,生日福利 节日福利 团建聚餐 零食下午茶 带薪年假 工龄奖 加班补助 年终奖 定期体检 五险一金
DP/数据分析师,https://www.zhipin.com/job_detail/85d834e3ce9d0c591nxy0tW5FFdW.html?lid=57HKKDVXbb4.search.37&securityId=b0cmDDRYUigyk-g1fj41M8b09f3XDHngjp3H-dwqjsSvRAJ6BSl4UoNqLxoV5AZc2dOTTImlxXGzG-WJxVdJiECa1PK1_wtnvAun1kSd1GBaflc~&sessionId=,6-8K·13薪,巧思科技,武汉,1-3年,大专,SPSS 数据分析,B轮,100-499人,企业服务,五险一金 餐补 交通补助
数据处理实习生（双休，包住，五险一金）,https://www.zhipin.com/job_detail/356a8354c3d8fe5d1HR_3dy9EVNV.html?lid=57HKKDVXbb4.search.38&securityId=EbnIkJZwbpCVu-V1eZvhTFAqsHy-2tAuBMsHG11sHebZkMfctt8Cv0OmPtOD3eeTfsj3kuTJVGxmQ9ZB5jKy1WTcpAsxAkz6TFPF2b2KZT2TJ33FQPtn&sessionId=,3-4K,博和利,武汉,经验不限,大专,SQL Python 数据分析/挖掘经验,D轮及以上,100-499人,政府/公共事业,电脑补助 节日福利 团建聚餐 餐补 员工旅游 带薪年假 全勤奖 工龄奖 加班补助 底薪加提成 保底工资 绩效奖金 年终奖 意外险 补充医疗保险 五险一金
数据分析师,https://www.zhipin.com/job_detail/8511bc82794efef51HR72NW9FlZW.html?lid=57HKKDVXbb4.search.40&securityId=WUGno74pYWISV-z1JOHot-4ZYNttnebxQl3pJVK7qrzeMDOEUHW11k9U7e7n2BeE36u2VQnnnopyDQKS68s5eGJIsc4VAsrwyWURE1LensGl_Q15ABQ~&sessionId=,15-18K·15薪,万马汇科技,武汉,1-3年,本科,SQL,,20-99人,互联网,
